idx,item,rejection_id,swapped,type,name1,name2,preamble,no,wait,continuation1,continuation2
200,12,0,True,coord,Veronica,Harrison,The researcher has undergone chemotherapy and performed a piece by Mozart.,No.,Wait no.,He has not.,He did not.
201,12,1,False,coord,Veronica,Harrison,The researcher performed a piece by Mozart and has undergone chemotherapy.,No.,"Hey, wait a minute.",He did not.,He has not.
202,12,1,True,coord,Veronica,Harrison,The researcher has undergone chemotherapy and performed a piece by Mozart.,No.,"Hey, wait a minute.",He has not.,He did not.
203,12,2,False,coord,Veronica,Harrison,The researcher performed a piece by Mozart and has undergone chemotherapy.,No.,Hang on a minute.,He did not.,He has not.
204,12,2,True,coord,Veronica,Harrison,The researcher has undergone chemotherapy and performed a piece by Mozart.,No.,Hang on a minute.,He has not.,He did not.
205,12,3,False,coord,Veronica,Harrison,The researcher performed a piece by Mozart and has undergone chemotherapy.,That's not true.,Wait no.,He did not.,He has not.
206,12,3,True,coord,Veronica,Harrison,The researcher has undergone chemotherapy and performed a piece by Mozart.,That's not true.,Wait no.,He has not.,He did not.
207,12,4,False,coord,Veronica,Harrison,The researcher performed a piece by Mozart and has undergone chemotherapy.,That's not true.,"Hey, wait a minute.",He did not.,He has not.
208,12,4,True,coord,Veronica,Harrison,The researcher has undergone chemotherapy and performed a piece by Mozart.,That's not true.,"Hey, wait a minute.",He has not.,He did not.
209,12,5,False,coord,Veronica,Harrison,The researcher performed a piece by Mozart and has undergone chemotherapy.,That's not true.,Hang on a minute.,He did not.,He has not.
210,12,5,True,coord,Veronica,Harrison,The researcher has undergone chemotherapy and performed a piece by Mozart.,That's not true.,Hang on a minute.,He has not.,He did not.
211,12,6,False,coord,Veronica,Harrison,The researcher performed a piece by Mozart and has undergone chemotherapy.,Nope.,Wait no.,He did not.,He has not.
212,12,6,True,coord,Veronica,Harrison,The researcher has undergone chemotherapy and performed a piece by Mozart.,Nope.,Wait no.,He has not.,He did not.
213,12,7,False,coord,Veronica,Harrison,The researcher performed a piece by Mozart and has undergone chemotherapy.,Nope.,"Hey, wait a minute.",He did not.,He has not.
214,12,7,True,coord,Veronica,Harrison,The researcher has undergone chemotherapy and performed a piece by Mozart.,Nope.,"Hey, wait a minute.",He has not.,He did not.
215,12,8,False,coord,Veronica,Harrison,The researcher performed a piece by Mozart and has undergone chemotherapy.,Nope.,Hang on a minute.,He did not.,He has not.
216,12,8,True,coord,Veronica,Harrison,The researcher has undergone chemotherapy and performed a piece by Mozart.,Nope.,Hang on a minute.,He has not.,He did not.
217,13,0,False,coord,Isabel,Sebastian,The violinist bought an ice cream cake for dessert and has lost a child.,No.,Wait no.,She did not.,She has not.
218,13,0,True,coord,Isabel,Sebastian,The violinist has lost a child and bought an ice cream cake for dessert.,No.,Wait no.,She has not.,She did not.
219,13,1,False,coord,Isabel,Sebastian,The violinist bought an ice cream cake for dessert and has lost a child.,No.,"Hey, wait a minute.",She did not.,She has not.
220,13,1,True,coord,Isabel,Sebastian,The violinist has lost a child and bought an ice cream cake for dessert.,No.,"Hey, wait a minute.",She has not.,She did not.
221,13,2,False,coord,Isabel,Sebastian,The violinist bought an ice cream cake for dessert and has lost a child.,No.,Hang on a minute.,She did not.,She has not.
222,13,2,True,coord,Isabel,Sebastian,The violinist has lost a child and bought an ice cream cake for dessert.,No.,Hang on a minute.,She has not.,She did not.
223,13,3,False,coord,Isabel,Sebastian,The violinist bought an ice cream cake for dessert and has lost a child.,That's not true.,Wait no.,She did not.,She has not.
224,13,3,True,coord,Isabel,Sebastian,The violinist has lost a child and bought an ice cream cake for dessert.,That's not true.,Wait no.,She has not.,She did not.
225,13,4,False,coord,Isabel,Sebastian,The violinist bought an ice cream cake for dessert and has lost a child.,That's not true.,"Hey, wait a minute.",She did not.,She has not.
226,13,4,True,coord,Isabel,Sebastian,The violinist has lost a child and bought an ice cream cake for dessert.,That's not true.,"Hey, wait a minute.",She has not.,She did not.
227,13,5,False,coord,Isabel,Sebastian,The violinist bought an ice cream cake for dessert and has lost a child.,That's not true.,Hang on a minute.,She did not.,She has not.
228,13,5,True,coord,Isabel,Sebastian,The violinist has lost a child and bought an ice cream cake for dessert.,That's not true.,Hang on a minute.,She has not.,She did not.
229,13,6,False,coord,Isabel,Sebastian,The violinist bought an ice cream cake for dessert and has lost a child.,Nope.,Wait no.,She did not.,She has not.
230,13,6,True,coord,Isabel,Sebastian,The violinist has lost a child and bought an ice cream cake for dessert.,Nope.,Wait no.,She has not.,She did not.
231,13,7,False,coord,Isabel,Sebastian,The violinist bought an ice cream cake for dessert and has lost a child.,Nope.,"Hey, wait a minute.",She did not.,She has not.
232,13,7,True,coord,Isabel,Sebastian,The violinist has lost a child and bought an ice cream cake for dessert.,Nope.,"Hey, wait a minute.",She has not.,She did not.
233,13,8,False,coord,Isabel,Sebastian,The violinist bought an ice cream cake for dessert and has lost a child.,Nope.,Hang on a minute.,She did not.,She has not.
234,13,8,True,coord,Isabel,Sebastian,The violinist has lost a child and bought an ice cream cake for dessert.,Nope.,Hang on a minute.,She has not.,She did not.
235,14,0,False,coord,Jorge,Grace,The runner walked toward the stray dog and has been keeping a diary for 15 years.,No.,Wait no.,He did not.,He has not.
236,14,0,True,coord,Jorge,Grace,The runner has been keeping a diary for 15 years and walked toward the stray dog.,No.,Wait no.,He has not.,He did not.
237,14,1,False,coord,Jorge,Grace,The runner walked toward the stray dog and has been keeping a diary for 15 years.,No.,"Hey, wait a minute.",He did not.,He has not.
238,14,1,True,coord,Jorge,Grace,The runner has been keeping a diary for 15 years and walked toward the stray dog.,No.,"Hey, wait a minute.",He has not.,He did not.
239,14,2,False,coord,Jorge,Grace,The runner walked toward the stray dog and has been keeping a diary for 15 years.,No.,Hang on a minute.,He did not.,He has not.
240,14,2,True,coord,Jorge,Grace,The runner has been keeping a diary for 15 years and walked toward the stray dog.,No.,Hang on a minute.,He has not.,He did not.
241,14,3,False,coord,Jorge,Grace,The runner walked toward the stray dog and has been keeping a diary for 15 years.,That's not true.,Wait no.,He did not.,He has not.
242,14,3,True,coord,Jorge,Grace,The runner has been keeping a diary for 15 years and walked toward the stray dog.,That's not true.,Wait no.,He has not.,He did not.
243,14,4,False,coord,Jorge,Grace,The runner walked toward the stray dog and has been keeping a diary for 15 years.,That's not true.,"Hey, wait a minute.",He did not.,He has not.
244,14,4,True,coord,Jorge,Grace,The runner has been keeping a diary for 15 years and walked toward the stray dog.,That's not true.,"Hey, wait a minute.",He has not.,He did not.
245,14,5,False,coord,Jorge,Grace,The runner walked toward the stray dog and has been keeping a diary for 15 years.,That's not true.,Hang on a minute.,He did not.,He has not.
246,14,5,True,coord,Jorge,Grace,The runner has been keeping a diary for 15 years and walked toward the stray dog.,That's not true.,Hang on a minute.,He has not.,He did not.
247,14,6,False,coord,Jorge,Grace,The runner walked toward the stray dog and has been keeping a diary for 15 years.,Nope.,Wait no.,He did not.,He has not.
248,14,6,True,coord,Jorge,Grace,The runner has been keeping a diary for 15 years and walked toward the stray dog.,Nope.,Wait no.,He has not.,He did not.
249,14,7,False,coord,Jorge,Grace,The runner walked toward the stray dog and has been keeping a diary for 15 years.,Nope.,"Hey, wait a minute.",He did not.,He has not.
250,14,7,True,coord,Jorge,Grace,The runner has been keeping a diary for 15 years and walked toward the stray dog.,Nope.,"Hey, wait a minute.",He has not.,He did not.
251,14,8,False,coord,Jorge,Grace,The runner walked toward the stray dog and has been keeping a diary for 15 years.,Nope.,Hang on a minute.,He did not.,He has not.
252,14,8,True,coord,Jorge,Grace,The runner has been keeping a diary for 15 years and walked toward the stray dog.,Nope.,Hang on a minute.,He has not.,He did not.
253,15,0,False,coord,Laura,Caleb,The caterer walked toward the stray dog and has been dreaming of buying a private jet.,No.,Wait no.,She did not.,She has not.
254,15,0,True,coord,Laura,Caleb,The caterer has been dreaming of buying a private jet and walked toward the stray dog.,No.,Wait no.,She has not.,She did not.
255,15,1,False,coord,Laura,Caleb,The caterer walked toward the stray dog and has been dreaming of buying a private jet.,No.,"Hey, wait a minute.",She did not.,She has not.
256,15,1,True,coord,Laura,Caleb,The caterer has been dreaming of buying a private jet and walked toward the stray dog.,No.,"Hey, wait a minute.",She has not.,She did not.
257,15,2,False,coord,Laura,Caleb,The caterer walked toward the stray dog and has been dreaming of buying a private jet.,No.,Hang on a minute.,She did not.,She has not.
258,15,2,True,coord,Laura,Caleb,The caterer has been dreaming of buying a private jet and walked toward the stray dog.,No.,Hang on a minute.,She has not.,She did not.
259,15,3,False,coord,Laura,Caleb,The caterer walked toward the stray dog and has been dreaming of buying a private jet.,That's not true.,Wait no.,She did not.,She has not.
260,15,3,True,coord,Laura,Caleb,The caterer has been dreaming of buying a private jet and walked toward the stray dog.,That's not true.,Wait no.,She has not.,She did not.
261,15,4,False,coord,Laura,Caleb,The caterer walked toward the stray dog and has been dreaming of buying a private jet.,That's not true.,"Hey, wait a minute.",She did not.,She has not.
262,15,4,True,coord,Laura,Caleb,The caterer has been dreaming of buying a private jet and walked toward the stray dog.,That's not true.,"Hey, wait a minute.",She has not.,She did not.
263,15,5,False,coord,Laura,Caleb,The caterer walked toward the stray dog and has been dreaming of buying a private jet.,That's not true.,Hang on a minute.,She did not.,She has not.
264,15,5,True,coord,Laura,Caleb,The caterer has been dreaming of buying a private jet and walked toward the stray dog.,That's not true.,Hang on a minute.,She has not.,She did not.
265,15,6,False,coord,Laura,Caleb,The caterer walked toward the stray dog and has been dreaming of buying a private jet.,Nope.,Wait no.,She did not.,She has not.
266,15,6,True,coord,Laura,Caleb,The caterer has been dreaming of buying a private jet and walked toward the stray dog.,Nope.,Wait no.,She has not.,She did not.
267,15,7,False,coord,Laura,Caleb,The caterer walked toward the stray dog and has been dreaming of buying a private jet.,Nope.,"Hey, wait a minute.",She did not.,She has not.
268,15,7,True,coord,Laura,Caleb,The caterer has been dreaming of buying a private jet and walked toward the stray dog.,Nope.,"Hey, wait a minute.",She has not.,She did not.
269,15,8,False,coord,Laura,Caleb,The caterer walked toward the stray dog and has been dreaming of buying a private jet.,Nope.,Hang on a minute.,She did not.,She has not.
270,15,8,True,coord,Laura,Caleb,The caterer has been dreaming of buying a private jet and walked toward the stray dog.,Nope.,Hang on a minute.,She has not.,She did not.
271,16,0,False,coord,Meghan,Luke,The nun used to get high grades in high school and has worked in the industry for more than 10 years.,No.,Wait no.,She did not.,She has not.
