idx,item,sentence,prefix,stimulus,type
28,14,"Laura said, ""The caterer, who walked toward the stray dog, has been dreaming of buying a private jet."" Caleb replied, ""Wait no, she did not.""","Laura said, ""The caterer, who walked toward the stray dog, has been dreaming of buying a private jet."" Caleb replied, ""Wait no,","she did not.""",neg_arc_good
28,14,"Laura said, ""The caterer, who walked toward the stray dog, has been dreaming of buying a private jet."" Caleb replied, ""No, she did not.""","Laura said, ""The caterer, who walked toward the stray dog, has been dreaming of buying a private jet."" Caleb replied, ""No,","she did not.""",neg_arc_bad
29,14,"Laura said, ""The caterer, who has been dreaming of buying a private jet, walked toward the stray dog."" Caleb replied, ""No, she did not.""","Laura said, ""The caterer, who has been dreaming of buying a private jet, walked toward the stray dog."" Caleb replied, ""No,","she did not.""",neg_main_good
29,14,"Laura said, ""The caterer, who has been dreaming of buying a private jet, walked toward the stray dog."" Caleb replied, ""Wait no, she did not.""","Laura said, ""The caterer, who has been dreaming of buying a private jet, walked toward the stray dog."" Caleb replied, ""Wait no,","she did not.""",neg_main_bad
29,14,"Laura said, ""The caterer, who has been dreaming of buying a private jet, walked toward the stray dog."" Caleb replied, ""Wait no, she has not.""","Laura said, ""The caterer, who has been dreaming of buying a private jet, walked toward the stray dog."" Caleb replied, ""Wait no,","she has not.""",neg_arc_good
29,14,"Laura said, ""The caterer, who has been dreaming of buying a private jet, walked toward the stray dog."" Caleb replied, ""No, she has not.""","Laura said, ""The caterer, who has been dreaming of buying a private jet, walked toward the stray dog."" Caleb replied, ""No,","she has not.""",neg_arc_bad
30,15,"Meghan said, ""The nun, who used to get high grades in high school, has worked in the industry for more than 10 years."" Luke replied, ""No, she has not.""","Meghan said, ""The nun, who used to get high grades in high school, has worked in the industry for more than 10 years."" Luke replied, ""No,","she has not.""",neg_main_good
30,15,"Meghan said, ""The nun, who used to get high grades in high school, has worked in the industry for more than 10 years."" Luke replied, ""Wait no, she has not.""","Meghan said, ""The nun, who used to get high grades in high school, has worked in the industry for more than 10 years."" Luke replied, ""Wait no,","she has not.""",neg_main_bad
30,15,"Meghan said, ""The nun, who used to get high grades in high school, has worked in the industry for more than 10 years."" Luke replied, ""Wait no, she did not.""","Meghan said, ""The nun, who used to get high grades in high school, has worked in the industry for more than 10 years."" Luke replied, ""Wait no,","she did not.""",neg_arc_good
30,15,"Meghan said, ""The nun, who used to get high grades in high school, has worked in the industry for more than 10 years."" Luke replied, ""No, she did not.""","Meghan said, ""The nun, who used to get high grades in high school, has worked in the industry for more than 10 years."" Luke replied, ""No,","she did not.""",neg_arc_bad
31,15,"Meghan said, ""The nun, who has worked in the industry for more than 10 years, used to get high grades in high school."" Luke replied, ""No, she did not.""","Meghan said, ""The nun, who has worked in the industry for more than 10 years, used to get high grades in high school."" Luke replied, ""No,","she did not.""",neg_main_good
31,15,"Meghan said, ""The nun, who has worked in the industry for more than 10 years, used to get high grades in high school."" Luke replied, ""Wait no, she did not.""","Meghan said, ""The nun, who has worked in the industry for more than 10 years, used to get high grades in high school."" Luke replied, ""Wait no,","she did not.""",neg_main_bad
31,15,"Meghan said, ""The nun, who has worked in the industry for more than 10 years, used to get high grades in high school."" Luke replied, ""Wait no, she has not.""","Meghan said, ""The nun, who has worked in the industry for more than 10 years, used to get high grades in high school."" Luke replied, ""Wait no,","she has not.""",neg_arc_good
31,15,"Meghan said, ""The nun, who has worked in the industry for more than 10 years, used to get high grades in high school."" Luke replied, ""No, she has not.""","Meghan said, ""The nun, who has worked in the industry for more than 10 years, used to get high grades in high school."" Luke replied, ""No,","she has not.""",neg_arc_bad
32,16,"Madelyn said, ""The climber, who bought an ice cream cake for dessert, has been participating in marathons since last year."" Haley replied, ""No, she has not.""","Madelyn said, ""The climber, who bought an ice cream cake for dessert, has been participating in marathons since last year."" Haley replied, ""No,","she has not.""",neg_main_good
32,16,"Madelyn said, ""The climber, who bought an ice cream cake for dessert, has been participating in marathons since last year."" Haley replied, ""Wait no, she has not.""","Madelyn said, ""The climber, who bought an ice cream cake for dessert, has been participating in marathons since last year."" Haley replied, ""Wait no,","she has not.""",neg_main_bad
32,16,"Madelyn said, ""The climber, who bought an ice cream cake for dessert, has been participating in marathons since last year."" Haley replied, ""Wait no, she did not.""","Madelyn said, ""The climber, who bought an ice cream cake for dessert, has been participating in marathons since last year."" Haley replied, ""Wait no,","she did not.""",neg_arc_good
32,16,"Madelyn said, ""The climber, who bought an ice cream cake for dessert, has been participating in marathons since last year."" Haley replied, ""No, she did not.""","Madelyn said, ""The climber, who bought an ice cream cake for dessert, has been participating in marathons since last year."" Haley replied, ""No,","she did not.""",neg_arc_bad
33,16,"Madelyn said, ""The climber, who has been participating in marathons since last year, bought an ice cream cake for dessert."" Haley replied, ""No, she did not.""","Madelyn said, ""The climber, who has been participating in marathons since last year, bought an ice cream cake for dessert."" Haley replied, ""No,","she did not.""",neg_main_good
33,16,"Madelyn said, ""The climber, who has been participating in marathons since last year, bought an ice cream cake for dessert."" Haley replied, ""Wait no, she did not.""","Madelyn said, ""The climber, who has been participating in marathons since last year, bought an ice cream cake for dessert."" Haley replied, ""Wait no,","she did not.""",neg_main_bad
33,16,"Madelyn said, ""The climber, who has been participating in marathons since last year, bought an ice cream cake for dessert."" Haley replied, ""Wait no, she has not.""","Madelyn said, ""The climber, who has been participating in marathons since last year, bought an ice cream cake for dessert."" Haley replied, ""Wait no,","she has not.""",neg_arc_good
33,16,"Madelyn said, ""The climber, who has been participating in marathons since last year, bought an ice cream cake for dessert."" Haley replied, ""No, she has not.""","Madelyn said, ""The climber, who has been participating in marathons since last year, bought an ice cream cake for dessert."" Haley replied, ""No,","she has not.""",neg_arc_bad
34,17,"Camryn said, ""The reporter, who seemed very eager to return home, has just turned 40."" Dominic replied, ""No, she has not.""","Camryn said, ""The reporter, who seemed very eager to return home, has just turned 40."" Dominic replied, ""No,","she has not.""",neg_main_good
34,17,"Camryn said, ""The reporter, who seemed very eager to return home, has just turned 40."" Dominic replied, ""Wait no, she has not.""","Camryn said, ""The reporter, who seemed very eager to return home, has just turned 40."" Dominic replied, ""Wait no,","she has not.""",neg_main_bad
34,17,"Camryn said, ""The reporter, who seemed very eager to return home, has just turned 40."" Dominic replied, ""Wait no, she did not.""","Camryn said, ""The reporter, who seemed very eager to return home, has just turned 40."" Dominic replied, ""Wait no,","she did not.""",neg_arc_good
34,17,"Camryn said, ""The reporter, who seemed very eager to return home, has just turned 40."" Dominic replied, ""No, she did not.""","Camryn said, ""The reporter, who seemed very eager to return home, has just turned 40."" Dominic replied, ""No,","she did not.""",neg_arc_bad
35,17,"Camryn said, ""The reporter, who has just turned 40, seemed very eager to return home."" Dominic replied, ""No, she did not.""","Camryn said, ""The reporter, who has just turned 40, seemed very eager to return home."" Dominic replied, ""No,","she did not.""",neg_main_good
35,17,"Camryn said, ""The reporter, who has just turned 40, seemed very eager to return home."" Dominic replied, ""Wait no, she did not.""","Camryn said, ""The reporter, who has just turned 40, seemed very eager to return home."" Dominic replied, ""Wait no,","she did not.""",neg_main_bad
35,17,"Camryn said, ""The reporter, who has just turned 40, seemed very eager to return home."" Dominic replied, ""Wait no, she has not.""","Camryn said, ""The reporter, who has just turned 40, seemed very eager to return home."" Dominic replied, ""Wait no,","she has not.""",neg_arc_good
35,17,"Camryn said, ""The reporter, who has just turned 40, seemed very eager to return home."" Dominic replied, ""No, she has not.""","Camryn said, ""The reporter, who has just turned 40, seemed very eager to return home."" Dominic replied, ""No,","she has not.""",neg_arc_bad
36,18,"Ariana said, ""The industrialist, who used to sing in a choir on the weekends, has collected about 100 movie posters so far."" Raymond replied, ""No, he has not.""","Ariana said, ""The industrialist, who used to sing in a choir on the weekends, has collected about 100 movie posters so far."" Raymond replied, ""No,","he has not.""",neg_main_good
36,18,"Ariana said, ""The industrialist, who used to sing in a choir on the weekends, has collected about 100 movie posters so far."" Raymond replied, ""Wait no, he has not.""","Ariana said, ""The industrialist, who used to sing in a choir on the weekends, has collected about 100 movie posters so far."" Raymond replied, ""Wait no,","he has not.""",neg_main_bad
36,18,"Ariana said, ""The industrialist, who used to sing in a choir on the weekends, has collected about 100 movie posters so far."" Raymond replied, ""Wait no, he did not.""","Ariana said, ""The industrialist, who used to sing in a choir on the weekends, has collected about 100 movie posters so far."" Raymond replied, ""Wait no,","he did not.""",neg_arc_good
